,score
5169,7
26377,50
20280,789
11387,0
22390,43
14881,64
18608,4
35664,15
34814,30
14667,4
29108,5
17308,3
2670,2
25482,17
8945,2
11831,35
112,7
7307,2
25188,63
30615,0
33659,20
13006,3
474,2
4949,65
35865,6
16487,1
31387,0
23232,408
11365,6
29520,1
30043,1
22816,22
13112,37
30253,1
7661,16
18010,5
27937,9
20593,8
22996,43
34786,1
20196,39
5998,15
18837,1
13926,14
26437,11
12013,8
3512,1
10286,0
591,12
17234,1
922,21
31305,3
4709,3
19071,43
20824,64
31671,3
7652,5
13854,11
19205,13
34520,3
36421,0
24265,341
29377,3
20502,1007
22735,39
5527,33
18612,3
16534,0
10007,3
18410,1
29772,2
277,10
10394,0
30484,0
19389,11
6773,5
11724,0
29411,3
8285,11
295,156
31344,0
17690,6
15967,3
29527,1
30250,0
4437,508
19994,510
26251,12
27106,19
4649,15
33850,16
1050,3
31506,0
8243,18
410,71
3541,1
8520,0
12597,14
23655,28
30,5
10333,4
23335,0
2882,209
2299,7
27777,39
36106,600
13919,7
9950,4
25053,1062
13110,10
16396,3
18195,6
16791,0
36515,16
6746,14
4938,0
33768,20
3077,0
28842,2
7171,2
35106,2
24608,28
32605,3
11957,37
5517,7
17653,4
21175,19
23717,8
30842,1
21995,52
9923,5
3538,33
9018,1
16678,3
30045,2
2877,12
349,247
603,3
15108,2
18184,3
3993,0
18896,2
27017,19
2181,9
30746,0
26450,17
26463,29
21009,17
26411,9
35325,78
29850,1
4082,4
15293,5
2186,33
15792,1
24141,13
19591,366
12047,18
13548,0
5963,3
5943,2
779,43
36517,2
12149,10
26565,13
13953,27
33923,0
8265,2
12541,18
30926,5
33133,3
3839,8
33775,11
14649,8
34412,19
8685,5
18518,4
5834,6
4429,6
29488,21
12059,2
4324,2
11479,0
22632,0
10077,1
9899,7
8108,0
14545,12
19116,32
16460,2
10721,922
24242,8
7101,12
34721,0
12067,787
11964,24
8709,0
13922,104
27276,55
12054,4
8572,0
2353,1
33935,2
33064,2
21220,12
15339,2
9647,13
29153,1
11979,3
20825,4
24508,0
3604,405
20573,363
19560,2
8,15
11904,0
27408,56
23910,68
25432,5
9583,3
34687,4
34275,5
10037,5
10196,459
30436,2
1213,18
34957,26
27554,102
34826,16
18617,1
13638,1
18889,47
22425,60
5375,0
31375,1
12318,0
23832,0
28086,12
13706,2
13669,4
15274,0
26862,11
28990,1
25798,30
5119,0
11603,438
7678,3
15955,1
25044,23
9365,241
1899,34
14071,747
22278,3
10712,6
20389,23
3672,6
34463,32
33216,12
31496,2
30810,1
3534,138
6374,4
33605,11
18641,3
30978,3
13335,1
23909,3
7930,3
15597,1
15944,1
33298,11
17286,5
30046,1
8774,1
23031,1396
17665,2
5309,0
32321,1
2522,17
3015,0
2308,8
32258,1
31384,2
34879,2
2079,6
12746,12
13427,57
4708,18
9932,2
6499,0
9895,4
8461,1
23639,144
9765,9
154,14
8981,0
5166,0
16623,5
9734,0
29058,6
36319,9
19019,36
22147,27
5899,1
21509,1508
15045,2
34423,6
28040,884
18603,4
29443,3
22561,58
12234,5
28991,4
13151,72
9070,4
23455,15
12110,0
29193,2
26554,180
12160,14
7862,12
22807,14
14789,63
36017,8
477,5
1086,33
30311,1
18296,3
5903,37
15785,1
35642,1
14762,14
33514,3
4675,14
2545,52
21670,180
9020,0
34921,8
29142,0
10124,815
3618,18
31857,0
11770,7
11747,6
20551,18
3936,15
6026,18
2868,1
18710,2
26965,63
17274,4
719,3
20568,41
7698,6
12294,5
27543,6
16700,2
3356,29
4857,1
36246,10
31318,1
27660,332
3734,3
1014,4
6518,11
30514,7
11504,0
19530,29
15747,1
6242,10
58,26
23793,55
31180,1
32553,7
29005,0
5928,9
13760,22
2208,9
17183,0
27902,0
33956,0
6845,2
12112,15
31065,0
19093,3418
31419,0
25360,76
12395,1
20749,1082
11584,419
20353,12
22610,261
13105,0
41,61
19061,1634
34598,11
28399,692
20595,4
32019,1
33541,1
5790,0
9718,0
22672,35
25055,76
17300,75
14192,42
32722,32
25677,9
33695,9
3919,4
6468,15
23705,0
14984,94
18500,2
30408,0
3827,3
4866,3
34685,3
7453,2
7165,0
28581,0
19637,271
31177,2
26154,8
13369,2
22627,22
35816,119
30634,2
24473,19
11355,18
7854,0
30605,2
19707,10
12628,10
23566,4
27443,27
35876,4
5301,24
23128,0
9168,5
19856,116
10914,0
28587,0
26423,5
30512,2
4029,7
35895,4
6590,1
6900,1
23752,38
15120,1
34022,9
8634,18
10236,0
32844,12
29689,0
2416,3
627,10
30963,2
35562,2
15048,2
12577,3
11398,0
32711,2
21703,13
28813,9
33793,7
111,15
10169,1
28408,2
33632,1
27170,25
9491,5
26100,0
25024,7
32554,2
22101,6
31302,0
2217,24
11069,1
33818,4
1226,1
35060,17
14776,20
33554,10
20622,388
32516,1
12766,87
13016,11
17859,3
9316,5
34802,2
33708,1263
34409,21
19814,289
31555,4
24869,58
18115,1
28516,9
2236,3
35167,15
16657,3
13286,21
2993,16
29355,1
34038,0
4422,14
15968,2
30427,1
34440,21
22557,5
2159,271
6010,3
22885,0
4432,21
12443,13
21413,27
7284,127
32237,2
4842,20
33318,20
18299,2
24381,19
35204,0
3937,4
23840,32
27359,6
15574,1
1351,2
24312,21
22316,233
30306,1
16951,2
19724,10
34602,0
8439,4
32524,1
25139,1
34749,201
23674,27
16014,1
25998,10
19154,0
5650,5
22419,8
29064,2
12332,39
19675,24
13762,19
33467,5
18248,2
16739,47
1746,14
23228,21
11645,83
16946,1
27540,0
17726,1
25100,8
14479,511
14620,7
3549,2
6567,11
4431,208
23264,5
5130,3
8730,3
14628,8
8149,1
14709,9
28561,0
16021,3
17378,8
10101,0
7241,3
18174,0
26816,7
25486,7
21877,3
7844,9
11012,0
24201,154
24304,14
20302,25
19287,8
8167,0
28031,64
28240,129
8608,1
35427,5
1047,1
24716,37
11480,32
13373,8
13961,5
608,934
20627,12
23673,119
714,0
10863,16
35555,2
16403,1
3574,3
35256,14
3960,12
35769,37
23935,20
7139,4
32860,7
29342,0
27334,14
27968,55
34603,2
17443,3
14516,51
14434,58
22188,61
5585,1
23284,0
13363,2119
12221,24
33392,5
7635,1
26269,10
27119,47
28273,41
24388,0
30534,1
7645,0
33368,2
6975,0
29440,0
34146,36
16991,2
34248,24
27427,2
13728,6
953,3
30154,1
17377,0
22032,58
16947,0
10873,43
6546,15
14575,26
13492,5
6928,3
23107,39
14334,130
31519,2
12017,1589
3648,15
22613,12
34358,2
20737,42
22458,71
12621,13
2261,31
30277,1
6236,2
2548,6
24107,39
10866,5
12526,0
25600,3
26276,44
25277,5
36436,1
28249,21
34560,7
13933,0
5829,3
21008,72
29834,2
17830,15
27004,12
17843,0
15986,2
35548,15
35397,3
22788,18
5095,0
9827,0
23437,8
29944,0
3532,3
18805,4
32984,1
5900,2
23704,221
728,3
32853,0
15464,2
30024,0
6495,7
30701,0
4680,44
5969,1
20693,9
9239,2
15724,7
26583,95
29656,1
34117,5
21797,25
109,3
17596,0
1102,27
21642,39
25487,4
1943,13
21724,1
23246,5
34918,1
11862,7
31253,1
16234,1
27906,3
25506,29
26618,11
26389,1
20099,4
36015,2
35822,61
22135,11
28697,0
17295,2
28560,6
21148,4
24325,16
13174,499
26959,20
22999,25
35312,5
36350,9
31494,2
21791,4
16924,1
6988,0
27494,3
12040,5
12288,52
4504,89
375,45
26004,8
21922,20
17789,2
2722,45
34757,4
33889,25
19491,9
6712,4
21183,18
4150,3
29588,0
1154,4
10562,0
10175,0
4763,6
23413,0
28009,6
21262,32
31882,0
9208,2
3694,45
20333,10
14598,7
22417,33
27627,5
31832,0
10909,323
8294,1
26067,58
7428,2
11327,1
10697,32
27502,47
5007,4
8965,1
27979,3
7211,0
17759,36
24314,12
25275,10
5456,0
8701,356
21384,0
8040,3
28532,464
14632,55
35987,6
25538,19
1470,9
34938,2
459,12
32375,0
23100,6
23786,9
7847,2
21780,5
35092,1
25040,7
25395,9
4659,15
16287,1
2800,21
13490,1
34067,8
12153,7
26040,2
25638,0
32063,1
22460,98
9455,0
28263,8
3186,8
2491,3
21501,45
34967,545
5366,1
29982,7
26729,28
15725,1
34180,6
5942,1
29585,1
33311,10
35014,34
72,109
27578,796
29236,5
9988,7
11467,1
4212,13
23207,24
30571,3
8576,2
13501,3
2680,9
3989,8
6009,5
7539,0
33730,13
11843,14
9377,19
13502,25
796,18
24412,2132
30509,1
13715,6
24788,7
35788,4
4729,7
26507,1
36480,838
31425,3
18091,0
15999,16
15576,1
19064,205
12695,3
5643,0
34229,10
20786,14
20503,3
10481,0
3185,2
19615,18
4931,161
19083,71
28499,20
35149,12
21474,160
9796,4
14624,4
32585,2
29876,0
13130,57
9426,1
18520,1
33115,4
7410,2
12276,255
17980,0
17244,2
23110,0
17895,0
4702,9
10209,14
15767,2
13680,3
9922,1
4636,2
4513,7
7632,5
2772,11
14464,0
23584,6
33310,6
14901,15
35304,8
9126,1
9635,12
8255,2
10870,5
24057,60
19762,2
25965,84
5111,114
26574,9
21179,8
21599,29
32812,8
10896,390
25935,7
31843,2
28788,2
1187,66
29461,1
21209,177
7861,10
9962,0
123,0
14126,25
31552,5
20339,96
31710,1
19869,6
22037,4010
21735,49
5728,1
14313,24
30336,3
11476,2
21539,14
27208,14
2697,5
21818,19
20158,46
34076,8
15055,2
424,150
23657,13
2594,3
4373,5
7007,3
29868,4
35826,97
4673,40
23323,148
2824,9
6254,6
26000,47
28690,1
5939,3
22139,7797
30541,6
1000,2
14300,56
20470,0
6031,1
27531,10
12884,146
27176,3
8910,3
19406,20
19630,1123
2788,559
12843,43
14240,78
21504,2
30368,1
33636,91
12032,4
14778,324
35801,3
17906,2
9114,9
21662,14
1003,21
31824,1
1243,3
9112,2
19417,0
15515,1
36111,2
10753,20
8370,4
3728,3
8371,18
21845,110
17888,3
5306,9
8332,1
35227,9
27059,2
24376,0
17976,5
33932,62
34715,5
24032,36
3730,1
15560,0
10571,6
17772,8
18985,2
1675,10
6550,0
16923,7
10986,134
26545,229
24008,36
9487,22
9096,1
5087,2
30414,1
5270,3
8864,2
32636,5
20633,0
12644,1
10980,391
15665,2
11658,9
31141,2
12925,0
13299,61
4138,5
34356,6
17767,2
5700,8
19050,0
33748,3
1882,43
3000,1
6882,8
19123,271
20281,1
20057,21
26498,18
23303,9
11668,32
5543,0
28055,79
2125,12
22301,46
3417,3
36147,8
27711,7
34153,8
28649,2
29103,0
9725,1
4737,7
11638,0
15884,94
26468,3
27727,437
1022,5
492,5
5702,7
11046,175
6707,2
5344,19
18498,1
23876,0
250,48
11047,21
4169,3
27129,32
7158,2
19105,16
21457,224
33321,40
35146,6
27050,14
26166,0
4559,4
3848,0
28318,4
9592,7
36267,182
30689,0
18278,1
23899,22
30702,1
22541,16
339,92
23096,401
24192,19
13069,0
33047,0
12031,18
26896,0
20295,104
13331,52
5624,1
11970,4
4779,69
3149,268
3619,5
4419,14
29195,1
22946,28
3,22
32450,1
7370,14
30736,0
13646,6
8531,2
34097,43
32156,1
26781,14
5774,2
4610,1
19954,614
3317,7
18300,1
25670,51
13318,0
26619,7
27806,0
7764,2
7755,2
9736,0
22577,43
28011,146
23726,31
6753,0
15843,9
2844,15
19402,56
28639,0
1462,1
23405,0
28489,0
32107,6
9310,6
31902,18
3944,0
4137,0
34573,6
31341,0
32939,1
30247,0
5691,10
1975,51
4893,32
20711,28
13892,71
12488,0
20108,4
21458,0
33122,5
7126,12
14571,12
14363,2
27332,0
8867,33
11073,124
1978,10
27164,6
17045,4
28762,0
28857,1
36481,6
3252,20
8317,0
12359,16
23044,35
20817,152
28493,15
8795,0
30264,3
1283,5
27187,13
2932,2
263,5
30440,1
15242,0
29369,1
15277,19
2924,51
12960,12
8510,4
31719,1
12327,0
32142,9
35754,18
27515,12
3047,4
32192,0
604,5
10908,0
9308,1944
25627,298
24297,48
18954,4
24091,25
36366,10
29011,5
8485,7
22849,5
27760,0
36189,0
31899,1
4091,5
21099,3
27373,43
24300,0
15507,1
12840,26
11453,7
7590,10
16893,4
7760,1
16914,1
11440,1065
32024,0
27917,4
18904,14
11565,4
25475,96
15411,0
5516,1
6659,3
9888,1
22973,0
2696,2
301,2
27221,92
18245,0
25220,24
29841,0
22658,1239
34238,118
524,4
11115,15
25149,46
26189,26
1328,3
3292,1
14839,6
15756,5
31755,5
35778,27
2275,5
23056,10
33308,3
3674,69
18474,2
31568,4
22437,16
7061,697
35602,80
10551,13
21198,4
1803,24
23749,15
8876,367
35587,3
9717,13
23532,16
21536,143
3603,14
9399,3
15257,0
24235,1482
33987,3
30812,1
31770,1
15437,9
18327,3
34193,20
8649,3
31839,0
22434,5
7812,0
18032,15
21911,202
24512,4
11994,383
21945,21
7920,2
27109,94
11264,2
20412,20
11810,0
2677,1
9551,4
25005,3
30800,2
27714,106
16792,1
13221,0
5912,4
24456,7
29410,34
10421,31
6201,1
19627,15
9714,18
768,10
4666,2
13393,21
22507,259
33426,69
13142,132
3132,1
34833,3
13885,7
12340,304
19540,351
5020,5
11006,0
30943,0
16660,8
18453,1
36504,2
24584,8
24917,10
36253,1
6460,2
3781,14
13726,46
28645,0
15989,15
30572,1
22405,78
26831,26
35773,7
28048,561
24338,10
3037,2
15512,9
2197,32
13194,14
10747,42
22810,16
15387,3
21810,455
33227,8
35023,66
29797,3
13709,59
19801,321
13589,7
28204,14
14672,11
9355,2
15424,5
3116,4
2056,6
755,0
31162,0
8878,2
18704,2
14626,5
6747,1
7278,0
17758,4
29823,0
32691,5
10991,32
18887,2
17711,1
3663,120
28226,17
20648,11
28984,0
25596,16
24313,85
5062,16
31332,0
19151,2
13872,165
7487,2
34988,29
23515,13
30186,1
25453,0
8438,4
27335,5
2036,5
32648,3
16316,1
23936,65
35530,0
32800,14
30969,0
26118,83
7895,3
7302,2
21624,6
24913,8
288,6
28978,1
29994,1
30857,1
16232,12
32781,2
12453,17
2541,5
9550,2
36275,3
7366,0
26543,12
29609,1
3608,34
24633,5
21909,7
34263,11
18726,1
35975,2
15440,2
25208,50
17648,1
35136,6
35886,15
36051,39
11002,0
16033,1
14294,18
5444,2
18614,2
29486,6
8647,4
26566,15
35487,16
11033,31
30475,0
31011,78
5515,0
32577,11
8304,3
6214,5
12108,575
14582,4
5720,10
16494,1
27462,5
21006,74
19285,1040
2746,5
6493,2
15946,6
26884,0
17008,2
26030,0
21013,25
25205,0
21693,35
4237,237
5734,27
26320,4
17469,11
8375,17
3597,6
13603,136
31466,7
22726,421
17247,0
26183,34
7424,0
18556,1
7830,4
35343,86
10964,3
9215,4
30957,1
1094,1
32659,25
29763,1
15991,1
22742,20
10094,174
34917,95
29294,0
19996,425
35741,22
31541,2
28823,2
26706,8
34016,0
21089,5
30036,0
21916,66
5341,4
4362,67
5777,27
20514,2
943,1
13720,61
34591,1329
4742,17
20999,53
34448,44
12657,0
6261,1
24631,0
23985,824
131,0
16803,2
23328,35
6295,0
24099,15
36466,5
26257,1787
21583,0
18678,2
9001,2
5778,1
19992,0
17519,5
10891,0
24799,18
27090,5
15564,1
29653,0
14393,10
35162,3
6662,7
26449,5
33177,3
27643,2
12939,37
25367,150
10621,10
6392,2
14609,0
21771,14
19229,0
27166,13
11787,5
33423,0
35226,2
6846,3
25046,86
16363,2
5835,0
16916,5
16466,2
36064,14
12012,20
7644,4
17507,1
14312,15
13890,190
11368,263
24233,4802
28020,14
32286,0
15089,2
31195,1
2344,14
35527,90
23649,11
33567,2
25234,3
32376,1
34421,8
31597,3
7594,142
14569,0
20084,253
17235,0
2451,14
3513,2
9588,4
5015,7
12063,154
12082,117
26901,6
5423,3
9423,0
32804,503
1739,1
10445,0
27820,2
33144,24
3797,3
9224,51
11881,6
1984,3
756,858
7328,0
24688,6
13673,2
8840,8
21312,23
22571,2
14923,1
2984,2
21651,14
9893,1
25687,1
31250,1
28180,13
34031,2
8780,1
17470,3
35443,2
14153,15
24646,192
17216,2
31618,1
31092,1
11895,2
17226,1
5831,21
13852,0
30263,3
14046,0
21807,636
24197,5090
14666,5
30500,12
25370,2
18173,27
18715,1
12163,165
17292,0
30648,2
15270,3
1087,2
20839,29
35838,3
14282,0
24614,120
31330,4
5603,2
10328,8
6056,5
23235,20
720,15
934,21
20100,18
28927,1
12795,10
26638,2
21169,77
1525,7
22345,35
25342,42
30581,0
35399,6
16134,0
15261,2
34042,0
29759,10
32890,3
26380,4
9417,3
15923,8
10475,4
3831,0
35827,1
14862,44
31329,1
2603,7
28694,4
18333,9
6757,1
19942,0
20815,7
30116,1
36450,2
33511,7
11465,3
28089,25
17841,1
33678,4
23186,13
11557,4
30216,1
29565,0
31739,0
15577,2
34916,4
34267,69
35853,60
30861,4
15299,1
2041,9
19370,31
34985,9
14323,1
32788,49
30637,2
19252,0
14421,211
14755,7
30063,1
35891,6
6903,0
32304,1
22423,19
3901,9
32534,3
24751,4
15682,1
30533,1
8550,3
22481,153
33235,0
29034,2
15254,3
6223,0
8792,1
30967,2
7380,0
34561,33
17056,1
29586,1
3713,2
15522,1
15135,19
11486,25
18201,2
7199,3
9662,20
20929,5
21541,0
28908,1
31088,2
20345,195
23045,156
36139,1
23742,45696
18128,6
10329,10
9173,2
13851,12
29457,1
29028,14
14236,2
13555,10
7041,6
4942,0
19824,29
34236,0
15797,1
22060,21
15933,1
11088,7
6855,1
880,3
20140,31
29409,1
28722,8
32637,0
26804,151
20832,44
19878,1
12542,3
30499,1
5617,1
8403,3
6090,2
10507,4
28195,29
21416,113
32405,2
13512,9
36299,2
6856,21
27156,11
3220,5
11962,0
7628,164
34618,0
456,0
13407,0
3085,2
19522,22
14594,52
22270,16020
570,14
14257,6
33168,19
16104,2
33117,1
24479,36
17525,0
36044,5
12134,7
19034,156
3559,6
21935,15
23467,11
34770,4
15039,0
28576,0
27140,24
3340,5
1259,7
15480,5
20279,48
26125,13
13263,12
5310,1
1150,13
10122,2
27687,88
24372,31
24021,26
11229,0
23189,7
24454,86
3779,238
20473,80
4588,0
27449,2
16006,8
19060,14
24564,47
16706,1
1836,81
20505,19
2352,3
4163,1
3939,13
23542,8
32410,0
30880,7
15569,28
32025,1
27787,3705
9755,4
15154,13
7781,13
15442,1
1480,0
28977,0
29630,1
5205,5
5560,0
19729,9
18069,2
18978,2
22947,2
21852,25
36032,8
14748,25
11240,2
14079,0
5540,3
30602,1
13095,0
7481,6
15731,31
33262,79
8132,8
19,24
743,3
31455,3
31707,1
32655,17
8661,0
15251,2
30827,2
25371,11
18860,1
19147,758
26357,123
8870,19
20705,25
14882,0
17931,2
18782,4
20990,14
20829,1676
36548,3
23281,2
29677,1
31272,1
18859,3
7784,26
36146,31
10171,18
17698,5
6703,13
6415,11
967,5
15414,24
15609,3
5806,3
34305,161
26066,3
34650,3
19980,338
22351,36
18940,2
36482,74
10417,9
1033,2
5250,2
22472,229
24289,0
21134,2
15606,7
12471,1
1560,3
14197,0
12066,73
13487,11
19607,0
3134,9
11607,46
27580,16
5532,1
30239,1
18531,3
11213,0
12680,63
5317,3
13421,5477
34568,1
19155,523
21037,55
903,29
11846,7
30639,1
4099,3
3854,3
16873,19
30337,1
904,1
3017,33
26061,20
5288,1
4299,6
13245,1
26149,12
10842,7
17998,1
4567,13
29816,2
9331,0
21677,34
35437,2
9563,1
15476,4
23789,742
20257,120
691,1
2291,10
26228,20
3061,3
11744,2829
4014,7
36072,159
34925,0
35696,14
9037,4
11660,5
31914,1
12450,21
20646,35
20314,204
11219,35
3208,5
8858,0
31118,1
27323,20
14194,34
19646,16
29581,1
7425,0
17639,8
3291,3
36242,3
24525,3
9705,6
2269,16
33482,18
35804,0
9881,0
31669,3
22415,23
11920,569
22553,7
36454,39
236,4
22943,4
33583,6
14682,2
8282,3
718,13
13665,5
19418,0
13640,22
26964,2
16993,6
31290,4
31382,2
13474,8
35573,19
29014,1
26664,85
9021,12
9658,7
17375,2
22115,13
9909,1
8315,11
22644,20
183,21
33008,10
1075,2
21472,38
14013,0
13100,195
21680,36
12279,3
19790,526
28720,2
21941,5
20031,8
31851,0
11078,4
25489,8
16371,1
11068,12
34063,4
23500,54
16408,2
3879,57
1458,44
20539,2
4190,32
29575,1
31136,2
36059,24
18504,1
31816,1
6501,1
33413,171
18155,1
5123,1
3309,4
33184,3
15265,4
8755,0
27043,9
12788,25
2775,0
8452,31
19730,33
15140,2
23979,245
24435,34
26825,0
23,8
14289,10
9970,4
5369,1
35582,8
20700,5
839,8
30317,1
24135,13
30451,0
14841,6
35144,9
28970,3
32994,4
17834,1
15618,34
17382,1
34845,0
22114,465
31047,4
32360,1
33718,5
30048,1
9000,4
27211,26
30493,1
17714,7
27943,12
1822,1
12844,22
29754,3
15922,1
10639,35
32062,3
4935,780
32704,13
32809,0
30819,3
6299,0
17130,25
8451,1
27152,2
23989,7
20769,125
29844,2
32643,5
11128,971
14379,165
8987,1
8589,15
3436,9
36049,38
23099,10
27250,14
15678,8
29981,9
34600,343
22071,44
12477,6
4717,40
6963,0
30025,1
2716,11
29178,1
4200,3
27066,204
33752,6
11671,47
19097,2
21652,26
22666,154
19313,13
19429,24
27052,50
10537,0
16870,1
18718,1
1804,204
2762,2
29963,1
12266,0
4732,25
6033,1
15970,1
26947,16
2380,78
31165,5
3387,0
9513,18
31772,2
23279,0
28202,5
13316,565
31288,1
28343,0
6180,1
10732,10
8915,2
12220,25
32737,3
16559,0
15064,1
1977,1
31238,1
11345,100
8390,12
27088,32
1721,2
20628,194
29280,1
24415,23
14660,0
15068,1
6868,4
21014,31
22064,9
33376,0
3891,7
23546,15
13628,11
20471,87
6992,7
8513,285
7992,9
27855,0
3507,12
27466,48
14023,8
9216,103
18682,7
10307,0
32658,1
31026,10
30128,43
4764,3
1464,5
5597,10
29674,0
3583,10
11425,1
17209,2
28418,1660
26328,2
23094,2566
27602,10
36001,13
31644,4
27517,17
29894,0
34954,6
5661,5
26512,82
17321,2
3399,3
18630,1
30383,0
10190,0
7557,0
31299,2
35529,14
33507,556
234,17
10619,382
33526,1
26107,11
28666,1
25007,40
33288,9
4269,49
10427,8
8886,0
18064,1
29297,0
5875,3
6218,10
31758,0
21424,4
15984,7
7949,552
23528,1324
30548,0
23813,122
23784,232
22248,623
4599,2
13247,23
2713,7
30680,2
35025,9
22219,87
16194,3
16060,1
17358,0
19068,43
5321,2
9587,39
5426,0
30911,1
9368,9
4826,30
10985,2053
3398,7
22589,614
20317,1
21256,29
35622,33
35814,16
27409,4
33814,57
14368,258
6003,1
14486,19
19817,331
23072,50
15973,1
14886,4
24321,11
5584,2
1228,3
32414,0
22183,34
9506,34
4614,12
18153,3
18448,0
33931,0
35283,5
6320,4
35132,0
11175,24
31684,0
16101,0
10799,1
28756,0
29926,1
24940,620
10878,0
26084,16
2199,2
10611,3
8190,1
21498,17
30998,3
11433,13
25562,9
27728,23
28922,1
15977,9
15111,4
23504,15
21431,2610
842,64
9751,2
34188,0
4410,24
31841,0
18293,0
18700,0
15348,6
23087,10
21629,19
17005,9
8484,8
10132,0
8263,3
17738,0
22616,28
29835,1
33409,5
4634,1
33810,1
17146,1
635,3
12214,7
21087,37
15393,3
16490,117
28623,2
30958,2
35340,11
794,932
8133,2
28230,11
30125,2
899,13
28955,1
22980,56
33958,6
8802,8
26223,3
14742,9
28785,135
512,29
8408,4
17254,2
16223,0
15893,2
867,1
34021,1
22185,17
11854,42
4206,488
3889,16
1448,38
21272,0
18044,0
19159,1
1953,12
19782,83
16397,13
4724,7
18706,2
15758,7
16934,0
3066,23
30636,1
30665,55
7609,0
11364,0
12314,412
16131,5
21690,52
26340,16
16907,3
21229,7
35501,9
35922,0
11134,5
6140,3
11027,8
32095,0
15409,0
1568,1
31193,1
30726,0
23597,182
21550,5
7457,1
21364,30
9049,1
33279,8
5746,3
34755,3
17478,0
33784,4
9930,5
10223,2
8024,7
2093,33
33346,11
14817,0
19664,0
4076,55
26717,6
29390,1
21734,14
7134,8
27464,12
17907,1
18671,2
30152,2
35294,2
11488,20
17682,2
2586,4
30700,1
26892,1
574,2
3732,146
27786,14
16150,3
35118,2
14880,9
5699,0
22406,50
16604,2
3345,4
33080,13
20495,80
34784,2
2317,49
14130,14
13792,551
13409,0
15063,1
19717,30
28844,0
18454,0
18910,3
16531,0
7206,3
9278,2
1920,6
4904,1
23641,5
17563,2
22259,33
14112,6
23489,15
33083,3
21447,6
32602,3
6040,2
24084,0
16740,2
8404,11
10510,17
19211,0
21683,14
24079,0
32813,3
26794,20
31385,1
9284,8
32174,0
18479,0
3225,3
32179,0
20958,24
13829,0
30034,0
6981,4
16041,29
3423,30
3752,4
14285,7
12996,130
26970,6
102,146
7993,1
10705,11
8695,7
20075,467
30113,2
11227,60
3992,26
29508,2
24715,4
15851,2
33986,99
5620,29
26639,93
12707,2
482,23
19325,14
13561,18
10087,0
27548,14
8090,33
12532,2
19623,30
9673,3
5733,4
9805,47
34467,12
34852,0
15303,1
27444,2
30987,1
13511,9
17607,1
36124,3
21808,262
24694,82
23811,6
15083,5
28383,4
4668,131
17082,2
34415,0
20515,28
4298,1
21327,0
23040,0
28213,1
6646,30
5747,2
1622,5
29997,0
29564,2
8862,6
20830,424
30896,0
5807,9
13865,244
19330,0
26098,8
29292,0
15468,8
8596,1
6512,1
3120,4
11715,277
1258,3
33447,29
31711,4
22483,707
30376,0
17802,3
8642,9
5047,3
34811,8
16921,0
23299,29
9335,2
25979,0
7929,0
10810,3
13580,1
16272,0
13317,0
26828,7
1222,28
10205,318
27592,9
29261,0
29962,0
19148,45
7747,1
27576,11
20499,24
23837,16
21029,271
30990,101
15852,3
26722,0
18997,0
7788,9
31144,1
7997,6
21073,0
24804,0
5370,1
31161,3
19685,5
14969,2
3746,3
8668,7
2148,7
20637,18
24001,0
4482,3
24303,68
12893,11
21567,2
3814,47
28642,5
12193,15
14442,0
4442,13
27976,3
31366,1
7392,13
31984,1
5092,26
15403,2
12825,0
33557,10
28116,181
6643,4
27091,5
25936,27
15853,0
3453,4
12037,2
10263,4
29143,5
2935,3
28834,1
9425,50
1748,2
28217,0
4285,12
6188,3
979,2
30480,1
32791,0
8156,0
7290,5
8413,3
346,18
13475,2
27011,1
14845,223
6719,15
29169,0
20679,7
10894,0
21637,217
12211,11
33723,1
27830,14
21772,9
6973,3
16043,24
29474,0
31580,1
32075,9
19669,0
24577,29
17019,4
9012,1
20177,41
28084,152
33038,4
6490,17
31513,6
19446,7
15047,1
34788,38
13463,0
1963,15
21125,24
23592,312
2064,3
12712,31
15662,7
12265,97
2203,15
30984,0
33724,1
17314,1
1264,2
29371,3
1355,1
23036,211
19910,30
28101,10
10115,33
21663,17
9464,2
9505,0
6386,2
14254,1
7504,5
19572,0
24302,46
7246,233
4490,1
6166,4
6566,1
22109,8
33035,1
17736,0
27739,13
3155,4
5106,0
32184,1
16823,13
17535,1
3267,21
25420,11
19943,1
13472,14
5610,15
27836,26
13132,29
2907,2
35649,2
10886,20
34702,2
13268,9
19128,16
21763,34
11280,1235
31338,0
31228,0
1539,1
5495,2
34821,13
32483,0
6906,1
27213,17
6701,1
12388,7
33974,60
26676,16
32675,5
16291,2
28752,0
1659,12
19556,18
21282,0
33576,3
29524,1
13828,6
26974,39
2978,14
25818,21
8006,0
29993,3
13117,14
956,4
29425,2
7677,0
21759,23
5726,2
13518,1
9190,0
10297,3
27599,0
23117,42
6149,67
2205,19
4693,21
21130,11
14239,105
24093,17
7585,15
26322,0
34507,8
913,42
22372,0
31891,0
9637,2
36535,0
13208,1
34874,2
140,17
5220,5
8064,3
24440,1
20865,19
20053,59
5744,11
770,11
2437,3
8137,3
35098,5
30112,1
6321,0
24294,16
1553,55
19535,0
30989,0
8561,948
16812,4
14898,19
23290,1280
29112,1
22221,572
18512,2
36238,35
12296,7
12504,4
23097,0
12602,19
12222,0
24497,6
21091,28
18783,0
14729,20
20671,33
14713,713
