,score
32958,6
34005,24
25282,65
6052,20
34496,322
18079,1
5351,1
9488,12
2865,7
28067,6
4619,8
29349,0
13077,0
5717,4
23157,0
8143,0
1611,1
17861,2
12682,0
11353,5
6568,1
5739,2
20381,0
11330,18
3941,1
28582,14
29990,1
9527,0
36083,3
23102,0
9228,15
20096,68
9781,15
19883,28
12302,29
6786,3
19722,9
10575,1075
3101,0
20553,6
16130,3
8708,5
26918,15
17157,70
15085,2
16613,24
32497,2
33864,7
35955,243
827,3
9885,1
1991,7
25547,22
3675,3
26127,7
18545,26
9905,11
36046,49
29846,5
23464,5
10573,71
163,13
23965,0
17816,3
33138,8
20610,1147
24767,99
8131,220
2228,19
28276,42
33901,0
11306,7
5637,1
11512,7
34066,29
28929,1
12414,7
31335,0
9706,0
22311,2
19523,15
8308,3
28782,3
20044,10
34958,5
27046,10
28779,0
5323,21
7662,7
30438,1
31967,3
6607,5
20695,2
16519,0
35552,3
28539,19
13869,3
19312,27
5379,2
26957,57
24209,1031
11436,5
4228,0
35923,317
21532,2
28449,0
16065,2
31007,1
9892,18
35318,5
3536,2
6660,7
25246,94
8298,6
31383,25
4815,5
444,28
32603,1
21352,20
25620,461
10988,11
22741,47
21469,13
20139,263
11179,1
34527,193
28054,4
24212,11
16364,3
14885,5
2059,33
29929,4
18133,1
27000,20
4525,12
29741,0
16702,1
20533,2
35492,7
27042,15
24924,26
15776,1
11247,7
576,15
26633,7
33000,3
13186,28
35229,6
2021,2
35370,68
33022,0
22993,209
26942,14
24794,10
2953,1
34566,617
32110,0
3628,1
9051,135
14386,8
31098,1
12864,98
6327,1
34637,10
29382,3
15871,4
28005,0
10404,0
11806,0
20523,2
32314,0
31034,1
4220,6
29482,0
6898,0
22813,59
22036,13
15833,1
17223,1
19993,35
35917,0
975,12
13266,5
33474,6
31192,1
10822,0
29359,6
19497,2
22822,27
25688,454
11821,2
14058,13
2778,21
4531,45
3162,1
28618,1
21764,8
17052,2
1676,3
22025,39
35600,1
16880,11
19169,640
21685,6
31328,0
1515,0
16136,2
6282,5
26943,5
30923,1
30067,0
35439,6
13927,16
31122,2
23580,0
10932,14
20435,72
21104,19
11477,25
1474,13
17684,3
8493,4
5398,3
26097,9
4595,0
8871,2
21492,29
11615,0
15910,9
22560,47
19590,30
33503,5
5332,4
5160,2
17572,1
17102,4
19033,242
20935,244
6358,1
13204,11
27460,17
13120,0
11371,387
14228,40
1288,12
19562,18
10811,3
14348,9
23714,79
27007,15
36498,11
20836,0
4461,19
24921,5
9453,2
29089,0
35806,1
7624,6
7250,4
25565,14
3886,41
33913,8
1477,63
12122,46
24484,7
3485,0
25136,2285
34901,508
11441,0
2011,80
25541,15
14290,6
23794,23891
3067,23
23144,207
20221,300
30087,2
27684,19
2412,3
31505,3
3316,63
21997,7
22186,6
1798,10
1289,0
34948,0
1563,0
7630,0
32568,0
30916,8
21373,20
33529,37
27241,2
13051,128
19372,37
33408,44
27071,0
20197,426
33017,5
25463,19
29941,4
36127,3
7686,1
17051,0
20740,2
14237,13
27426,20
25992,0
19486,71
7062,0
1616,1
5292,2
18799,0
33505,4
22582,31
23358,1
15443,0
35007,3
9510,0
13644,0
32868,9
23194,9
34587,10
32285,1
5723,3
7437,5
28068,1943
32504,0
30330,1
8386,16
29100,0
16841,2
4290,25
30101,1
35911,4399
24562,0
23139,1105
2536,16
20254,78
24465,2
12451,0
8247,86
26442,30
9965,5
25526,9
23607,15
33705,239
6198,3
35495,8
8086,7
504,0
22385,9
28585,5
1620,0
14268,31
521,113
33374,9
20377,205
4783,150
25785,31
23490,4622
14166,4
8806,2
29534,3
6759,3
7616,14
26056,9
36332,58
11197,14
22682,350
21742,331
9091,24
31462,1
36520,8
5242,135
10758,6
19597,65
16394,1
1775,53
21459,234
16022,4
296,22
13500,4
30180,1
13991,13
21512,54
5967,3
2237,3
14983,0
11064,10
34450,11
27282,14
14554,5
19632,22
34115,105
22716,2
11038,12
6671,10
36344,17
32631,2849
20771,34
26865,20
27247,2
31881,2
5480,3
3362,24
35916,21
32111,0
33303,0
30651,6
9211,3
2578,32
25473,12
4187,2
36122,0
9642,5
22514,47
19692,158
29466,1
16034,10
26264,4
17242,1
4552,87
2806,3
22120,32
19909,999
10601,0
32934,36
12667,183
30718,0
33213,2
13862,1
23664,10
17856,3
14092,14
9886,6
3497,7
1100,2
17150,4
20678,245
28484,3
31946,0
7541,1
4030,0
1141,5
18234,1
8189,6
15854,10
12958,11
13685,11
34297,3
1010,1
810,1422
4341,1
32039,4
28937,1
19557,954
13914,0
30099,1
19027,1765
29449,1
28309,5
2667,50
22921,4
2162,16
30236,1
19207,269
32572,14
34302,55
5796,9
21315,18
35234,3
13334,18
24596,3
28691,0
210,2
21963,284
25615,4
32861,8
3958,3
34538,36
21985,8
202,1
5384,10
25735,2
34482,4
29686,1
34168,3
21193,31
22609,6
11529,62
16106,1
35592,41
30086,1
19065,99
32116,1
31831,0
20164,27
36505,6
4690,14
15075,8
11117,3
8329,14
20203,361
23835,153
13278,12
11609,4
16608,1
95,5
17889,2
23521,4
30448,1
9063,1
26464,11
10461,4
33180,9
28914,2
6430,5
13681,273
6461,11
16262,2
9076,0
16480,4
3653,5
4149,175
10965,59
10210,47
30056,0
17844,1
11706,260
19267,1613
19745,11
4117,2
7029,1
10278,14
24928,0
29333,0
34893,9
34774,7
15451,2
6962,5
18209,4
9142,2
29395,1
13454,1
18717,1
29786,1
19436,193
18440,2
28997,0
23906,7
11690,25
26068,30
9540,1
15770,0
33821,34
17829,1
2608,0
20303,32
9312,12
7273,2
9806,62
8126,3
33285,3
23368,59
23630,0
10387,28
36234,10
21365,1020
17536,2
18090,1
27117,27
35684,3
24638,0
6807,1
33834,50
23239,5
34864,0
21813,92
31247,1
1408,51
17704,4
6587,16
35125,87
28861,1
18835,5
13609,3
12200,30
31323,1
8934,2
17330,1
11338,7
21124,367
10266,7
13913,30
29514,0
25869,10
31725,1
30091,2
23930,67
11844,4
33876,1507
1404,7
1653,44
24277,0
30981,2
2611,2
35298,91
21386,27
21184,784
23043,9
29547,2
19747,23
3223,6
21464,2
8782,1
15326,1
4134,3
26924,18
6570,1
14191,1
13211,9
10186,318
729,3
19090,56
12779,6
12171,18
22031,9
6575,17
16989,1
1947,1
20776,373
25629,22
17812,2
10763,2
10100,2
22865,1779
29611,1
3025,2
30261,0
30148,54
36458,35
4990,1
21288,0
22578,3
1961,1
2478,12
16415,2
9483,0
21561,907
31740,6
26923,22
5688,0
21333,35
11538,51
21940,4
30992,1
2219,65
18947,1
5840,7
7957,13
31989,2
27461,11
1048,2
6038,3
20752,2
25576,28
31645,2
19292,44
6636,6
12008,2
27403,7
35770,7
32485,8
10143,0
709,60
21866,11
10748,18
17910,1
35110,51
13342,2
26270,16
33479,6
23376,34
8161,0
18166,3
2460,6
32562,7
13980,13
13093,20
29075,2
10342,3
36026,5
3457,2
16493,3
15484,5
12920,45
18785,0
30713,1
14040,0
33349,21
35645,28
3948,4
18732,0
18132,1
8087,1
31911,9
22911,7
10478,1
8905,2
31996,3
4153,459
12764,210
10232,7
34477,6
19495,686
25750,245
6119,9
23351,0
24774,2
3864,2
16235,2
33219,311
15158,1
33615,0
8012,117
27738,1
8639,1
1994,12
34319,0
8471,11
16114,1
14070,9
35835,7
13398,6
23815,95
11450,92
33164,2
29861,3
1423,74
169,1
26482,2
6233,2
205,2
35547,4
12337,1
10833,0
11393,6
21933,4
14392,2
33182,3
12132,1
7017,8
9285,2
5732,5
8151,13
20380,1374
31716,0
35453,4
32667,3292
11860,42
3707,12
7589,0
10608,0
19357,49
23966,15
29080,0
2329,47
3662,10
29107,5
6564,1
21904,22
6134,2
3198,5
32536,12
27077,2
2481,87
25153,13
35161,56
8723,10
33004,0
27395,23
26814,0
27232,16
4976,8
21495,11
19970,12
22841,269
35017,25
8590,5
27312,56
27254,24
17097,1
15488,1
34771,0
771,67
9973,1
25369,49
15038,61
12050,16
7014,10
14920,6
19874,21
5580,12
19238,10
10385,0
16692,1
11712,0
27370,8
35843,1
15312,8
34929,3
35489,3
17155,3
35624,3
24317,15
24629,3
6159,48
15806,0
16829,0
17062,4
10277,3
8549,0
12831,4853
30559,0
20879,0
25743,217
36452,11
26474,1
32930,2
25599,1626
16058,0
17717,0
35793,4
5290,2
11326,7
910,4
29764,1
10448,14
14513,71
2958,3
29331,1
10325,0
8879,18
1944,6
1594,2
3492,123
25122,13
25132,11
1018,306
19838,9
11311,0
3667,3
6816,0
4123,110
4793,1
31068,3
17025,0
12736,26
8380,12
18810,30
31181,1
29167,1
23162,348
35779,6
24293,45
33350,5
24144,238
35157,2
3550,94
28603,1
2066,27
21020,15289
27023,4848
5271,4
30860,0
19501,333
5261,8
2378,1
8460,31
15335,2
23575,6
24199,0
2686,3
4008,9
18457,184
16317,132
23349,469
10901,342
25259,4
23531,0
30088,3
590,0
30278,503
25925,6
31620,1
13578,2
13875,0
16213,3
15302,1
3687,11
23615,22
16329,2
30553,2
8834,24
6762,1
8671,10
11842,12
34149,7
11297,0
6427,0
22488,249
7005,5
2386,3
33706,26
6204,1
25949,141
27655,11
21253,10
23334,7
3641,6
13323,0
17099,2
3920,10
20722,241
34943,10
19599,44
16762,5
3696,38
16124,5
12955,4
7521,0
34282,4
35097,6147
31436,3
33394,2
6178,8
32871,5
23042,50
6376,0
34325,17
8223,0
15824,3
9737,2
29591,3
6094,15
36118,7
30873,0
13119,4
13332,7
17993,7
24407,0
27048,399
13157,19
35503,57
30098,0
22516,47
7208,0
32750,5
20046,183
11485,2
312,23
3609,6
19952,20
25085,9
25169,1
25738,4
4898,33
6258,3
7880,1
28886,6
27843,31
18129,1
34636,7
9559,14
9243,0
8378,5
21881,0
19094,8
8781,10
23860,17
5028,1
25290,6
5564,0
36179,18
17414,0
4529,3
2077,12
21088,47
29070,8
10343,477
11248,0
1573,21
31611,32
4428,69
27289,4
31553,1
14788,0
31788,9
32068,1
19170,56
17290,2
24735,1
27911,20
18445,60
33590,1
19709,25
7463,623
2060,0
10096,22
5084,8
23356,65
20512,2
21883,6
27635,5
5986,4
4211,8
26041,11
28675,1
29592,2
24726,7
30380,2
25349,3
5267,9
21972,0
7955,1
33457,2
16061,1
7546,3
24811,5
17156,2
17171,2
8929,0
20156,412
33454,1
15398,0
16919,8
12056,100
10054,0
25480,10
9534,0
20222,31
15347,1
10172,7
5606,112
24517,13
20111,342
5333,3
27143,5
19990,374
6050,10
4247,13
35429,16
869,19
8767,3
18937,1
1602,14
17939,0
21953,5
1758,3
9533,7
15002,3
10482,24
30614,0
35183,5
11805,6
21527,0
3454,10
7615,1
13785,3
16917,2
32666,34
31730,1
32050,3
32653,36
1577,23
19259,88
7886,0
3360,0
20091,741
18311,1
12928,2
13799,24
10646,7
7723,1
27579,49
26654,13
10159,0
14668,4
13144,66
30314,0
33379,71
14816,5
27472,3
16977,20
17004,1
12549,4
24888,2
28377,28
1149,1
7325,31
26673,16
19642,5
10536,7
8260,114
5313,6
28241,5
27306,30
19511,8
22464,90
23438,25
36285,0
25412,9
32233,13
15448,7
13328,3
4199,11
3032,28
5252,8
20439,67
19828,28
3799,19
8225,1
11532,0
16467,1
13197,7
25076,9
30135,2
34212,1
19803,49
21961,176
33048,7
7566,8
525,1
1217,13
11825,0
2803,6
36196,2
13039,0
2497,17
6879,9
3386,9
11385,4
17347,5
29992,59
17114,3
26687,39
10860,861
12117,9
22020,32
2474,42
1267,84
2843,3
32770,5
15286,4
7620,3
18434,13
25551,15
26946,13
9185,5
12630,23
10450,4
34615,4
17625,1
26812,11
27256,136
35346,3
29829,3
2114,4
33502,6
21119,3
30084,17
33543,19
25931,144
11188,9
21856,5
2593,95
20684,1
18240,1
3146,14
8821,6
25257,4
19652,1574
6130,5
35525,2
24628,7
9116,2
25533,17
9184,2
36362,6
5001,0
29336,5
23086,1210
17664,3
23505,897
21573,56
23248,39
25016,13
20106,7
18252,5
18360,7
32144,3
5135,2
11292,78
13459,94
24446,7
18523,3
6752,2
14734,16
26576,18
7659,2
22834,19
31388,1
8400,9
31013,2
17957,1
31589,0
631,1
7921,1
49,4
15165,5
914,26
7226,82
902,8
29211,0
14647,15
15364,1
16645,3
33187,2
22941,297
24253,0
23241,3
7015,14
20033,29
10783,1288
22159,910
23318,579
26605,1
33534,0
22970,13
29840,1
6857,17
35481,8
12956,5
23488,2
31964,955
5228,3
17869,1
6547,0
35063,76
4863,26
17487,2
21860,276
12333,0
2467,15
24975,83
26013,11
14600,13
9870,6
23625,5
30664,1
5576,4
23066,95
17313,11
6648,13
8164,0
24739,0
29196,1
15084,0
35716,1
22957,9
24889,20
17166,0
15117,1
5377,2
12823,0
19041,44
27745,101
21481,219
12478,106
619,9
31490,2
17404,2
1534,16
13947,105
29858,0
292,53
8000,0
12546,655
13587,28
27108,44
31542,17
18768,0
10357,10
7348,1
22072,6
15126,2
14725,5
2757,14
25809,6
28727,0
15578,4
563,0
30166,0
12623,0
18200,1
32611,14
5380,2
20943,33
9287,2
16242,4
10610,2
32408,0
29060,0
14654,13
17616,2
4562,9
6283,3
32096,20
27074,9
25306,2
29729,0
19011,89
1099,49
11611,0
35499,7
15474,2
31431,1
22068,13
18620,1
18280,2
26894,7
29044,0
24019,92
20914,25
11794,398
5227,0
30710,8
22639,14
31890,2
12145,5
21739,55
21023,0
19645,747
20794,28
22508,64
17500,2
17654,7
27493,14
18436,1
22562,32
30498,1
36309,23
17104,16
16413,0
28953,0
12166,64
11333,154
24730,102
29063,3
7780,1
20151,74
30960,71
10948,4
2293,44
18419,0
17195,2
17076,3
36431,1
20115,62
8444,2
35375,72
17604,7
13305,1
10051,56
3274,6
670,27
29157,1
9927,113
20719,11
11877,38
22370,355
19616,17
22118,8
19538,0
20642,0
19140,101
23792,0
1831,7
19525,0
10103,240
12447,5
1927,518
8883,1
18999,2267
14542,5
18232,1
29632,1
35182,4
1636,4
21886,270
23804,174
10713,4
7256,0
1007,74
8758,1
23769,29
25999,2195
9212,7
61,0
9334,3
36414,4
1756,6
26150,65
32985,7
11776,24
1800,9
15535,5
32457,0
13981,49
32273,5
18972,2
5183,0
12845,10
13359,5
3468,7
33796,6
27356,7
29062,0
16805,1
33433,4
15681,5
30531,6
19474,450
32752,0
27194,0
14340,2
31926,1
13388,10
29381,1
16554,27
15861,1
36360,950
9754,0
1077,19
21644,945
15067,5
24544,4
25880,1
15672,0
20641,0
1260,264
5526,0
6414,1
5231,637
27437,2
20606,310
28464,16
1826,6
7146,71
13017,404
25045,7
13224,1857
22515,70
18811,1
10549,6
30817,1
23370,118
32948,5
3212,18
23071,37
7688,1
28909,2
36182,1160
14108,4
24273,21
26123,2
32920,1
3412,1
9940,8
10153,5
7006,3
10391,2
17026,1
75,12
2923,5
16691,0
19595,0
19332,13
30814,1
24785,1
28730,2
1854,6
7133,1
15607,0
14770,0
16775,5
12081,10
27360,10
10945,8
3796,1
22418,27
13826,1
7647,1
29257,0
4951,29
23120,183
22361,25
22506,0
35924,6
21128,838
9570,2
18167,2
29980,3
14720,4
17547,1
36172,7
3205,5
10152,6
11509,0
9613,2
29703,3
35956,13
22191,11
2885,0
32727,23
4959,2
25938,20
7050,4
25958,16
6867,14
19982,151
14561,0
7775,2
27047,146
10300,362
30292,0
33105,5
27210,0
30003,4
33159,4
19631,12
540,1
26110,7
28892,0
17697,1
18502,16
6994,0
23859,31
30224,6
36205,1
31787,1
29452,3
8023,5
7377,7
9595,2
22362,0
30862,0
8925,6
24349,7
12574,33
35636,3
2990,54
23140,222
12957,11
1172,9
18680,0
4453,21
6348,4
14325,31
36486,4
2845,34
1844,12
13719,9
36420,5
19234,0
9722,3
15144,5
12761,579
31414,2
12620,13
35100,7804
29266,2
12339,14
25476,7
34526,1
17088,3
31934,1
14874,2
22727,6
4319,2
31751,0
23277,18
7918,10
35697,2
16030,3
14163,15
29847,1
13374,43
5293,35
19582,0
31686,1
18455,6
10809,8
1639,1
15744,1
20863,4124
20296,12
15523,3
24825,17
34147,915
16344,10
14735,0
15935,5
35457,1
22266,30
18117,11
2192,32
3079,4
4586,3
9780,22
16896,2
983,8
28755,0
31345,0
35880,4
31234,0
33354,4
3644,2
15139,1
21135,6
2028,5
23970,327
15765,0
28233,144
16500,4
24815,14
4363,9
26422,16
15225,6
10834,1
15856,3
30033,3
22785,8
31263,1
11763,1
31545,0
3353,39
17128,1
17745,1
30420,3
28178,4
5724,2
34765,2
17365,0
1074,5
6909,6
8627,5
18699,0
20800,22
21641,22
32217,2
34961,92
2725,0
35456,0
7048,62
14134,0
7269,2
7725,9
26643,13
20701,886
3233,6
16406,3
29931,1
33928,2
20148,5
32353,1
2068,19
29008,4
31900,3
18516,1
12654,13
19928,2
11503,11
21380,22
34045,5
23032,17
2859,8
30117,0
3586,6
5039,3
15101,0
7195,0
30229,0
21786,18
32512,9
5676,24
22232,2
28888,3
4582,1
32348,1
19407,7
17943,1
873,3
22184,6
10398,30
25034,29
9999,1
35196,11
21733,30
10275,0
4276,19
27582,29
28873,1
32680,4
24164,11
3460,2
5925,4
21621,734
26462,415
11784,4
6611,4
1771,63
12820,0
34208,105
7512,7
1029,12
30191,1
19133,1
11851,52
19439,20
11577,9
9276,22
15408,21
1040,36
16163,1
28461,5
26080,0
26758,13
32559,14
20443,9
12627,4
12967,5
14791,10
23402,121
29314,1
10642,261
28846,0
12988,9
18444,2
23247,111
32086,0
28262,349
8490,40
7120,0
24231,322
15079,1
33101,12
6300,13
8421,9
13485,2
30364,3
4617,3
6952,4
24885,2
35740,14
18070,0
19278,402
33684,73
32604,3
32772,0
18637,0
8500,1
11244,16
1017,13
24,9
16839,4
12658,4
33429,22
1960,9
27922,10
18179,1
14895,0
26952,62
23070,42
15917,2
3811,8
9048,0
27024,8
6154,0
28361,19
19344,2
33005,0
5331,0
1614,6
34010,1571
20652,0
1192,1
11961,0
33135,3
16871,6
13868,0
31980,1
15897,2
20411,387
15699,1
36484,4
24713,5
443,4
4108,3
10320,3
34368,8
6685,12
14577,121
25321,0
28848,1
20759,26
32152,1
10377,48
9799,1
26737,0
27220,5
27891,6
35383,3
30015,0
8301,6
14910,13
31198,3
29233,3
20775,30
3201,12
29098,5
22157,71
13755,12
10516,18
34345,1
23294,184
5217,1
1120,1
22076,0
23385,7
30727,1
18755,2
26387,53
24802,3
23800,1
535,0
6043,5
1211,16
19186,602
8088,1
17009,1
16890,1
35560,5
26368,4
22427,1
25377,2
9301,4
4578,20
5575,4
536,15
4102,8
22103,218
2388,7
16782,2
10043,7
3342,6
1596,124
13958,55
27816,4
3230,83
27240,11
18780,1
25317,0
21758,15
26675,14
3203,86
31353,13
26594,562
13169,1960
11531,8
6365,3
19589,0
6688,4
1357,19
30059,1
17542,4
28792,1
31364,1
30269,4
29366,1
27268,6
9234,0
21391,5
19926,106
9577,255
18632,2
5475,4
7274,1
27178,202
17489,3
29666,0
24598,2
17842,1
25338,5
1988,1
20952,56
22652,6
1140,2161
23855,0
22773,21
3777,2
31741,12
35050,1
14087,1484
20224,35
29210,0
6860,1
36260,0
16295,3
8393,3
16927,0
978,16
31752,2
29214,1
16248,1
24922,6
30995,2
23572,1643
2331,127
32361,3
4057,6
15830,0
22430,11
20240,80
3700,13
4786,0
11482,5
14328,1
19545,2
30671,1
3378,8
26808,7
20974,1
23386,55
11714,17
35461,6
25581,116
15367,0
19962,43
17451,2
26179,9
34226,1
11753,14
4956,2
27999,5
14148,0
21584,23
32746,13
13596,0
2207,0
7724,5
29046,5
26235,11
2169,191
3858,1
15948,3
8537,5
25631,5
25479,666
29494,3
2649,8
7720,0
6174,1
373,1
6264,5
35296,0
24927,14
21376,30
27795,8
27338,11
7110,28
15787,7
26552,37
7312,2
34880,4
34429,46
26766,6
31293,0
17770,1
27526,4
36475,10
10954,0
15929,2
13910,15
8882,4
24367,837
7952,17
23942,20
20131,31
5497,7
31880,2
14283,5
24501,0
6375,10
6044,0
16010,10
8219,32
9282,0
12344,24
1905,5
3277,2
20004,0
11204,106
17595,2
24129,9
12107,3
22874,31
9638,1
11913,0
28832,5
32388,155
1931,3
19130,1227
10207,10
29459,1
29638,0
19760,4
29,7
29883,1
13257,80
32010,1
26834,37
11689,8
29340,23
16728,1
32208,3
21707,19
28480,5
16953,4
21095,168
15027,3
14799,25
18164,3
9050,3
27298,16
9498,25
21694,11
31270,0
33037,1249
17332,4
33040,19
29144,2
17230,3
24764,38
22282,43
3990,69
23304,8
21706,6
23535,20
30762,0
35755,121
30171,0
11281,932
14865,2
10559,2
21689,2551
21155,18
13002,23
14458,7
29708,0
34684,24
368,6
17434,41
881,2
11652,571
26048,1
31301,3
12757,4
30717,1
32543,5
34798,3
22517,695
16186,0
5859,0
22857,0
9344,3
7640,0
13365,33
2908,2
26535,70
3127,12
29460,1
34928,3
823,23
35783,3
6562,0
36317,4
6271,3
17086,4
507,3
25850,714
8139,1
15960,7
22710,3
7831,48
11741,33
29760,0
4837,2
3268,4
3097,3
6687,0
25776,1963
12465,4
9792,5
23774,269
23961,6
3081,0
6978,3
8181,3
1293,5
5679,4
20076,3
31694,4
147,13
12877,0
29445,16
21740,6
2210,134
11817,0
18949,2
21057,8
17763,1
16057,2
20782,18
14641,1123
21016,37
1588,3
9564,44
14326,233
35159,1
993,3
4778,36
30393,1
31477,2
11072,15
11261,3
10990,1
33282,3
22138,8
19125,139
20474,701
23388,10
17777,12
16123,24
33201,1
25301,10
8564,0
13384,1
28392,8
23679,33
34084,0
23827,388
24056,4
35908,2
6390,2
23734,8
1431,62
6877,0
8651,5
18747,75
13857,11
10269,9
496,733
8735,32
24947,12
24414,75
29958,1
26573,20
22340,3763
4916,8
22039,1
34621,0
20390,47
12223,254
120,0
17229,10
6800,4
31089,0
16195,4
11508,0
11107,47
16876,7
24346,311
19593,17
12480,9
6881,5
24757,11
35022,0
32177,12
5208,8
29842,10
3931,174
19281,0
32034,3
29325,2
36468,1
4391,7
13309,13
34002,2
281,5
3868,6
23271,9
1751,50
409,9
27183,6
22703,212
19177,407
31082,7
1253,9
24876,5
33154,8
17669,2
16644,4
18377,2
2225,14
34286,2
8856,3
29924,1
23952,7
2321,14
22121,7
7618,73
16271,0
1691,8
11945,0
20444,40
31806,0
18801,2
11845,69
29462,2
6609,97
31446,0
28591,0
2004,3
33886,0
19829,70
4267,3
32779,1
7323,9
12989,11
5893,0
17135,9
2459,22
12806,21
33725,8
31479,0
1890,4
35076,29
27102,5
10476,14
5259,4
13931,12
25558,2
15741,1
25089,1
7860,142
31163,1
4994,1
24742,48
6475,2
34361,3
10751,7
6542,0
16661,1
20249,64
24687,2
26703,0
21392,220
23374,5
34694,1
34690,4
16862,1
11907,85
22107,35
18480,1
3368,2
16303,2
24395,0
24658,3429
28705,0
16771,12
36313,0
34143,11
31374,9
27720,5775
29025,0
26212,1
12953,0
2470,9
17720,3
9270,29
15712,1
34435,3
32448,0
2149,61
35270,2
21929,70
371,5
29418,0
3259,0
8391,19
9738,10
34649,7
24787,28
23346,2386
1690,2
26668,14
30233,1
18592,1
2226,2
1024,2
9311,0
31378,1
8157,14
8096,252
16290,5
5721,6
12842,5
20043,414
13084,23
12508,10
564,1
3216,3
8359,2
28932,2
173,7
34207,7
14105,43
19940,0
280,17
33729,230
104,10
5167,4
32668,11
1072,34
24734,7
34357,18
28608,0
2913,19
15323,14
32012,1
1442,22
5187,2
2901,4
35080,24
33459,6
731,4
3013,7
26870,9
22262,475
28148,1
30574,1
859,0
6705,2
14711,0
10917,0
658,13
23516,138
28353,19
36210,2
8797,3
34490,46
21721,7
16161,1
7341,22
1536,0
7838,4
3195,22
29551,9
23454,538
34201,17
33520,28
14959,70
5983,2
25805,0
6446,24
20934,10
18936,0
24634,0
9523,3
4207,0
15715,2
11108,6
10295,202
12838,0
5621,129
26009,0
29706,1
27946,24
26499,25
22231,0
14047,0
25238,9
29604,9
10057,0
9412,0
26941,1458
21478,5
6310,2
18655,2
4067,3
30151,2
7310,1
34861,5
310,1
20912,3
14428,2
2610,7
25071,1301
91,0
31515,5
32199,1
9822,2
32566,1
21875,204
25737,1
14774,53
28928,0
7621,0
13424,0
16092,2
9519,5
10689,5
17266,0
25278,2
32968,6
14012,4
15211,3
28382,33
9941,6
13036,21
5815,3
32329,3
1104,0
4488,0
4807,2
11267,73
12231,0
22722,15
20368,204
17754,4
11635,2298
24449,92
24626,14
7254,3
30286,1
8412,3
24851,38
31292,0
21657,25
20308,15
13532,1933
23081,45
9222,0
4122,6
20458,15
9478,3
15204,0
15178,2
27340,19
15717,2
12902,5
10498,10
12062,0
30412,1
24732,12
13446,9
35186,11
6343,3
5849,2
35897,21
33129,6
11344,0
26341,13
26629,11
16362,1
5465,1
35033,1
26746,8
35078,11
24288,24
8011,0
9907,0
6596,0
32951,3
1234,2
26562,273
32001,1
22937,114
24296,53
24591,50
20325,0
34406,12
12385,0
18907,5
31218,1
28022,0
14168,91
20878,0
13952,9
22024,18
34868,353
25083,5
31718,1
14397,554
14688,10
33472,6
955,2
1483,235
2948,0
28837,1
25494,57
32557,292
15551,0
14852,112
29480,4
12568,4162
16690,3
1005,11
3455,2
36241,7
26195,0
20118,100
107,1
10023,4
9807,2
10371,4
21171,80
88,22
18591,2
17825,1
20123,0
22700,19
15116,0
8928,1
26747,16
20016,3314
31887,0
14761,2
24320,79
7034,3
31267,2
8724,1
18759,2
8833,7
32545,0
4257,47
5949,9
7406,2
11960,16
24451,43
20896,0
16537,8
33393,3
17579,3
14595,24
34521,0
23614,10
14929,0
25588,6
5923,0
24214,8
11093,62
19704,6
13453,26
2691,10
32441,2
33118,9
31961,1
18963,6
28170,14
1341,48
33339,5
15472,5
33448,21
36037,36
35401,14
7660,1
18639,3
21968,36698
28791,9
7671,5
31212,2
8249,24
20672,9
16357,0
31483,3
14897,331
13147,87
21983,56
23127,36
11840,50
25751,2
369,8
26104,36
11176,2
29756,2
20388,566
9608,1
25140,0
18840,1
16231,1
1524,8
30377,2
18386,19
19067,108
30612,5
19136,17
9819,1
16351,1
22842,34
33431,5
4895,3
31359,0
15241,9
32828,2
21948,12
23502,4
28799,1
30106,1
34577,84
20451,50
25439,12
12583,4
16017,1
27396,0
4843,20
36092,4
21833,8
18282,2
23665,12
25105,82
25613,5
8597,11
12324,1
9428,3
34501,0
25978,56
8654,16
10181,11
28475,297
19706,1682
35981,0
21890,167
9858,5
531,3
13399,0
20344,98
9006,0
15382,7
4098,13
18012,2
17465,0
352,5
3588,0
23134,1
21676,0
27601,17
25678,7
16445,2
32801,4
30281,1
34511,12
27611,2
6357,8
30730,4
22331,10
2145,26
19769,42
1461,17
4932,176
20811,24
7561,1
10786,0
1262,0
19888,0
19787,313
18794,8
7926,1
11276,16
23262,16
3346,22
27704,27
1039,7
27231,4
